"trial","queens","maxgen","competitors","threads","solved","generations","time"
6, 32, 10000, 1, 2, 0, 10000, 7.525
7, 32, 10000, 1, 2, 1, 2754, 1.993
8, 32, 10000, 1, 2, 0, 10000, 7.649
9, 32, 10000, 1, 2, 1, 9866, 7.327
10, 32, 10000, 1, 2, 0, 10000, 7.542
0, 32, 10000, 1, 5, 0, 10000, 4.692
1, 32, 10000, 1, 5, 0, 10000, 4.66
2, 32, 10000, 1, 5, 1, 5628, 2.707
3, 32, 10000, 1, 5, 0, 10000, 4.558
4, 32, 10000, 1, 5, 0, 10000, 4.594
5, 32, 10000, 1, 5, 1, 9057, 4.125
6, 32, 10000, 1, 5, 1, 2644, 1.211
7, 32, 10000, 1, 5, 0, 10000, 4.562
8, 32, 10000, 1, 5, 0, 10000, 4.568
9, 32, 10000, 1, 5, 1, 7415, 3.379
10, 32, 10000, 1, 5, 0, 10000, 4.553
0, 32, 10000, 1, 10, 0, 10000, 4.36
1, 32, 10000, 1, 10, 0, 10000, 4.304
2, 32, 10000, 1, 10, 0, 10000, 4.44
3, 32, 10000, 1, 10, 1, 6776, 2.992
4, 32, 10000, 1, 10, 0, 10000, 4.275
5, 32, 10000, 1, 10, 0, 10000, 4.294
6, 32, 10000, 1, 10, 0, 10000, 4.362
7, 32, 10000, 1, 10, 0, 10000, 4.306
8, 32, 10000, 1, 10, 1, 5772, 2.455
9, 32, 10000, 1, 10, 1, 3743, 1.656
10, 32, 10000, 1, 10, 0, 10000, 4.305
0, 32, 10000, 2, 1, 1, 504, 0.941
1, 32, 10000, 2, 1, 1, 6228, 11.845
2, 32, 10000, 2, 1, 1, 1612, 2.897
3, 32, 10000, 2, 1, 1, 2864, 5.268
4, 32, 10000, 2, 1, 1, 4735, 8.502
5, 32, 10000, 2, 1, 1, 1063, 2.095
6, 32, 10000, 2, 1, 1, 1452, 2.569
7, 32, 10000, 2, 1, 1, 1957, 3.255
8, 32, 10000, 2, 1, 1, 2624, 4.955
9, 32, 10000, 2, 1, 1, 3861, 6.896
10, 32, 10000, 2, 1, 1, 1250, 2.172
0, 32, 10000, 2, 2, 1, 1003, 1.188
1, 32, 10000, 2, 2, 1, 297, 0.363
2, 32, 10000, 2, 2, 1, 5589, 6.613
3, 32, 10000, 2, 2, 1, 2121, 2.557
4, 32, 10000, 2, 2, 1, 7178, 8.49
5, 32, 10000, 2, 2, 1, 7058, 8.401
6, 32, 10000, 2, 2, 1, 3513, 4.205
7, 32, 10000, 2, 2, 1, 4534, 5.415
8, 32, 10000, 2, 2, 1, 4695, 5.523
9, 32, 10000, 2, 2, 1, 779, 0.928
10, 32, 10000, 2, 2, 1, 1390, 1.611
0, 32, 10000, 2, 5, 1, 1202, 1.21
1, 32, 10000, 2, 5, 1, 664, 0.708
2, 32, 10000, 2, 5, 1, 1608, 1.692
3, 32, 10000, 2, 5, 1, 1636, 1.759
4, 32, 10000, 2, 5, 0, 10000, 10.431
5, 32, 10000, 2, 5, 1, 1233, 1.258
6, 32, 10000, 2, 5, 1, 2643, 2.829
7, 32, 10000, 2, 5, 1, 1987, 2.086
8, 32, 10000, 2, 5, 1, 252, 0.268
9, 32, 10000, 2, 5, 1, 2158, 2.303
10, 32, 10000, 2, 5, 1, 615, 0.662
0, 32, 10000, 2, 10, 1, 636, 0.637
1, 32, 10000, 2, 10, 0, 10000, 9.561
2, 32, 10000, 2, 10, 1, 630, 0.588
3, 32, 10000, 2, 10, 1, 1725, 1.656
4, 32, 10000, 2, 10, 1, 3428, 3.247
5, 32, 10000, 2, 10, 1, 896, 0.845
6, 32, 10000, 2, 10, 0, 10000, 9.573
7, 32, 10000, 2, 10, 1, 198, 0.191
8, 32, 10000, 2, 10, 1, 1191, 1.171
9, 32, 10000, 2, 10, 1, 2425, 2.316
10, 32, 10000, 2, 10, 1, 1853, 1.772
0, 32, 10000, 3, 1, 1, 3277, 7.972
1, 32, 10000, 3, 1, 1, 2424, 5.933
2, 32, 10000, 3, 1, 1, 837, 1.943
3, 32, 10000, 3, 1, 1, 2132, 5.269
4, 32, 10000, 3, 1, 1, 2190, 5.297
5, 32, 10000, 3, 1, 1, 666, 1.722
6, 32, 10000, 3, 1, 1, 1134, 2.758
7, 32, 10000, 3, 1, 1, 642, 1.567
8, 32, 10000, 3, 1, 1, 628, 1.571
9, 32, 10000, 3, 1, 1, 648, 1.706
10, 32, 10000, 3, 1, 1, 1438, 3.701
0, 32, 10000, 3, 2, 1, 1991, 3.319
1, 32, 10000, 3, 2, 1, 694, 1.189
2, 32, 10000, 3, 2, 1, 1093, 1.818
3, 32, 10000, 3, 2, 1, 2280, 3.742
4, 32, 10000, 3, 2, 1, 1206, 2.033
5, 32, 10000, 3, 2, 1, 1669, 2.771
6, 32, 10000, 3, 2, 1, 1144, 1.9
7, 32, 10000, 3, 2, 1, 738, 1.246
8, 32, 10000, 3, 2, 1, 1789, 2.98
9, 32, 10000, 3, 2, 1, 5974, 10.076
10, 32, 10000, 3, 2, 1, 576, 0.973
0, 32, 10000, 3, 5, 1, 570, 0.931
1, 32, 10000, 3, 5, 1, 1357, 2.238
2, 32, 10000, 3, 5, 1, 1255, 2.06
3, 32, 10000, 3, 5, 1, 1275, 2.057
4, 32, 10000, 3, 5, 1, 2002, 3.263
5, 32, 10000, 3, 5, 1, 726, 1.207
6, 32, 10000, 3, 5, 1, 1450, 2.422
7, 32, 10000, 3, 5, 1, 4047, 6.902
8, 32, 10000, 3, 5, 1, 1121, 1.884
9, 32, 10000, 3, 5, 1, 782, 1.335
10, 32, 10000, 3, 5, 1, 830, 1.413
0, 32, 10000, 3, 10, 1, 4066, 6.855
1, 32, 10000, 3, 10, 1, 1627, 2.756
2, 32, 10000, 3, 10, 1, 1206, 1.99
3, 32, 10000, 3, 10, 1, 790, 1.313
4, 32, 10000, 3, 10, 1, 808, 1.331
5, 32, 10000, 3, 10, 1, 705, 1.185
6, 32, 10000, 3, 10, 1, 1040, 1.738
7, 32, 10000, 3, 10, 1, 1324, 2.297
8, 32, 10000, 3, 10, 1, 759, 1.248
9, 32, 10000, 3, 10, 1, 1385, 2.279
10, 32, 10000, 3, 10, 1, 1231, 2.038
0, 8, 100000, 1, 1, 1, 4770, 1.094
1, 8, 100000, 1, 1, 1, 1050, 0.242
2, 8, 100000, 1, 1, 1, 7002, 1.615
3, 8, 100000, 1, 1, 1, 4483, 1.046
4, 8, 100000, 1, 1, 1, 771, 0.164
5, 8, 100000, 1, 1, 1, 1395, 0.313
6, 8, 100000, 1, 1, 1, 1528, 0.317
7, 8, 100000, 1, 1, 1, 3510, 0.733
8, 8, 100000, 1, 1, 1, 260, 0.059
9, 8, 100000, 1, 1, 1, 1579, 0.34
10, 8, 100000, 1, 1, 1, 15, 0.005
0, 8, 100000, 1, 2, 1, 10531, 1.589
1, 8, 100000, 1, 2, 1, 148, 0.028
2, 8, 100000, 1, 2, 1, 1029, 0.178
3, 8, 100000, 1, 2, 1, 4076, 0.632
4, 8, 100000, 1, 2, 1, 3557, 0.563
5, 8, 100000, 1, 2, 1, 1910, 0.317
6, 8, 100000, 1, 2, 1, 6, 0.002
7, 8, 100000, 1, 2, 1, 392, 0.059
8, 8, 100000, 1, 2, 1, 756, 0.107
9, 8, 100000, 1, 2, 1, 87, 0.014
10, 8, 100000, 1, 2, 1, 13, 0.003
0, 8, 100000, 1, 5, 1, 6030, 0.706
1, 8, 100000, 1, 5, 1, 274, 0.033
2, 8, 100000, 1, 5, 1, 75834, 8.821
3, 8, 100000, 1, 5, 1, 85, 0.015
4, 8, 100000, 1, 5, 1, 11338, 1.306
5, 8, 100000, 1, 5, 1, 2957, 0.346
6, 8, 100000, 1, 5, 1, 7942, 0.944
7, 8, 100000, 1, 5, 1, 753, 0.089
8, 8, 100000, 1, 5, 1, 14, 0.003
9, 8, 100000, 1, 5, 1, 146, 0.018
10, 8, 100000, 1, 5, 1, 2051, 0.244
0, 8, 100000, 1, 10, 1, 8929, 1.175
1, 8, 100000, 1, 10, 1, 1546, 0.202
2, 8, 100000, 1, 10, 1, 502, 0.064
3, 8, 100000, 1, 10, 1, 30326, 3.963
4, 8, 100000, 1, 10, 1, 19, 0.004
5, 8, 100000, 1, 10, 1, 101, 0.013
6, 8, 100000, 1, 10, 1, 168, 0.022
7, 8, 100000, 1, 10, 1, 1402, 0.18
8, 8, 100000, 1, 10, 1, 7853, 1.049
9, 8, 100000, 1, 10, 1, 12738, 1.605
10, 8, 100000, 1, 10, 1, 703, 0.083
0, 8, 100000, 2, 1, 1, 5264, 1.963
1, 8, 100000, 2, 1, 1, 19, 0.011
2, 8, 100000, 2, 1, 1, 97, 0.037
3, 8, 100000, 2, 1, 1, 230, 0.095
4, 8, 100000, 2, 1, 1, 48, 0.02
5, 8, 100000, 2, 1, 1, 22, 0.009
6, 8, 100000, 2, 1, 1, 1570, 0.546
7, 8, 100000, 2, 1, 1, 661, 0.222
8, 8, 100000, 2, 1, 1, 23, 0.009
9, 8, 100000, 2, 1, 1, 26, 0.01
10, 8, 100000, 2, 1, 1, 428, 0.158
0, 8, 100000, 2, 2, 1, 214, 0.059
1, 8, 100000, 2, 2, 1, 111, 0.033
2, 8, 100000, 2, 2, 1, 1, 0.002
3, 8, 100000, 2, 2, 1, 1126, 0.305
4, 8, 100000, 2, 2, 1, 1179, 0.32
5, 8, 100000, 2, 2, 1, 234, 0.067
6, 8, 100000, 2, 2, 1, 7, 0.005
7, 8, 100000, 2, 2, 1, 418, 0.112
8, 8, 100000, 2, 2, 1, 1738, 0.478
9, 8, 100000, 2, 2, 1, 17, 0.007
10, 8, 100000, 2, 2, 1, 19, 0.007
0, 8, 100000, 2, 5, 1, 20, 0.007
1, 8, 100000, 2, 5, 1, 11, 0.004
2, 8, 100000, 2, 5, 1, 45, 0.016
3, 8, 100000, 2, 5, 1, 17, 0.006
4, 8, 100000, 2, 5, 1, 210, 0.056
5, 8, 100000, 2, 5, 1, 14, 0.005
6, 8, 100000, 2, 5, 1, 109, 0.037
7, 8, 100000, 2, 5, 1, 26, 0.008
8, 8, 100000, 2, 5, 1, 317, 0.078
9, 8, 100000, 2, 5, 1, 27, 0.008
10, 8, 100000, 2, 5, 1, 21, 0.007
0, 8, 100000, 2, 10, 1, 63, 0.017
1, 8, 100000, 2, 10, 1, 16, 0.005
2, 8, 100000, 2, 10, 1, 16, 0.006
3, 8, 100000, 2, 10, 1, 18, 0.006
4, 8, 100000, 2, 10, 1, 25, 0.012
5, 8, 100000, 2, 10, 1, 293, 0.076
6, 8, 100000, 2, 10, 1, 129, 0.034
7, 8, 100000, 2, 10, 1, 158, 0.045
8, 8, 100000, 2, 10, 1, 3667, 0.961
9, 8, 100000, 2, 10, 1, 362, 0.096
10, 8, 100000, 2, 10, 1, 17, 0.007
0, 8, 100000, 3, 1, 1, 19, 0.014
1, 8, 100000, 3, 1, 1, 14, 0.011
2, 8, 100000, 3, 1, 1, 6, 0.006
3, 8, 100000, 3, 1, 1, 21, 0.016
4, 8, 100000, 3, 1, 1, 30, 0.02
5, 8, 100000, 3, 1, 1, 12, 0.009
6, 8, 100000, 3, 1, 1, 57, 0.042
7, 8, 100000, 3, 1, 1, 20, 0.014
8, 8, 100000, 3, 1, 1, 20, 0.013
9, 8, 100000, 3, 1, 1, 26, 0.018
10, 8, 100000, 3, 1, 1, 7662, 4.216
0, 8, 100000, 3, 2, 1, 124, 0.065
1, 8, 100000, 3, 2, 1, 4, 0.011
2, 8, 100000, 3, 2, 1, 12, 0.007
3, 8, 100000, 3, 2, 1, 21, 0.018
4, 8, 100000, 3, 2, 1, 173, 0.085
5, 8, 100000, 3, 2, 1, 36, 0.016
6, 8, 100000, 3, 2, 1, 106, 0.049
7, 8, 100000, 3, 2, 1, 25, 0.018
8, 8, 100000, 3, 2, 1, 18, 0.012
9, 8, 100000, 3, 2, 1, 15, 0.009
10, 8, 100000, 3, 2, 1, 43, 0.02
0, 8, 100000, 3, 5, 1, 665, 0.303
1, 8, 100000, 3, 5, 1, 311, 0.138
2, 8, 100000, 3, 5, 1, 96, 0.047
3, 8, 100000, 3, 5, 1, 11, 0.007
4, 8, 100000, 3, 5, 1, 24, 0.012
5, 8, 100000, 3, 5, 1, 11, 0.007
6, 8, 100000, 3, 5, 1, 20, 0.018
7, 8, 100000, 3, 5, 1, 17, 0.009
8, 8, 100000, 3, 5, 1, 35, 0.02
9, 8, 100000, 3, 5, 1, 424, 0.204
10, 8, 100000, 3, 5, 1, 87, 0.046
0, 8, 100000, 3, 10, 1, 24, 0.014
1, 8, 100000, 3, 10, 1, 25, 0.017
2, 8, 100000, 3, 10, 1, 16, 0.009
3, 8, 100000, 3, 10, 1, 20, 0.015
4, 8, 100000, 3, 10, 1, 19, 0.014
5, 8, 100000, 3, 10, 1, 116, 0.066
6, 8, 100000, 3, 10, 1, 162, 0.083
7, 8, 100000, 3, 10, 1, 7, 0.01
8, 8, 100000, 3, 10, 1, 19, 0.015
9, 8, 100000, 3, 10, 1, 28, 0.017
10, 8, 100000, 3, 10, 1, 31, 0.018
0, 16, 100000, 1, 1, 1, 27833, 12.206
1, 16, 100000, 1, 1, 1, 10425, 4.699
2, 16, 100000, 1, 1, 1, 7446, 3.401
3, 16, 100000, 1, 1, 1, 1129, 0.458
4, 16, 100000, 1, 1, 1, 2865, 1.244
5, 16, 100000, 1, 1, 1, 744, 0.297
6, 16, 100000, 1, 1, 1, 14047, 6.753
7, 16, 100000, 1, 1, 1, 9333, 4.066
8, 16, 100000, 1, 1, 1, 540, 0.262
9, 16, 100000, 1, 1, 1, 15890, 7.413
10, 16, 100000, 1, 1, 1, 15981, 7.538
0, 16, 100000, 1, 2, 1, 23719, 6.054
1, 16, 100000, 1, 2, 1, 7539, 1.937
2, 16, 100000, 1, 2, 1, 692, 0.164
3, 16, 100000, 1, 2, 1, 14118, 3.612
4, 16, 100000, 1, 2, 1, 2601, 0.602
5, 16, 100000, 1, 2, 1, 1867, 0.474
6, 16, 100000, 1, 2, 1, 1855, 0.436
7, 16, 100000, 1, 2, 1, 2437, 0.664
8, 16, 100000, 1, 2, 1, 2833, 0.717
9, 16, 100000, 1, 2, 1, 3255, 0.886
10, 16, 100000, 1, 2, 1, 12428, 3.264
0, 16, 100000, 1, 5, 1, 2419, 0.45
1, 16, 100000, 1, 5, 1, 2877, 0.541
2, 16, 100000, 1, 5, 1, 22468, 4.249
3, 16, 100000, 1, 5, 1, 2288, 0.421
4, 16, 100000, 1, 5, 1, 2446, 0.462
5, 16, 100000, 1, 5, 1, 930, 0.174
6, 16, 100000, 1, 5, 1, 305, 0.059
7, 16, 100000, 1, 5, 1, 3376, 0.619
8, 16, 100000, 1, 5, 1, 31845, 5.832
9, 16, 100000, 1, 5, 1, 2462, 0.45
10, 16, 100000, 1, 5, 1, 15186, 2.803
0, 16, 100000, 1, 10, 1, 3588, 0.638
1, 16, 100000, 1, 10, 1, 3853, 0.695
2, 16, 100000, 1, 10, 1, 432, 0.079
3, 16, 100000, 1, 10, 1, 39015, 7.037
4, 16, 100000, 1, 10, 1, 4275, 0.775
5, 16, 100000, 1, 10, 1, 619, 0.112
6, 16, 100000, 1, 10, 1, 3591, 0.649
7, 16, 100000, 1, 10, 1, 7040, 1.334
8, 16, 100000, 1, 10, 1, 5328, 1.005
9, 16, 100000, 1, 10, 1, 10185, 1.836
10, 16, 100000, 1, 10, 1, 5221, 0.953
0, 16, 100000, 2, 1, 1, 266, 0.175
1, 16, 100000, 2, 1, 1, 96, 0.074
2, 16, 100000, 2, 1, 1, 791, 0.543
3, 16, 100000, 2, 1, 1, 7305, 4.777
4, 16, 100000, 2, 1, 1, 143, 0.103
5, 16, 100000, 2, 1, 1, 100, 0.069
6, 16, 100000, 2, 1, 1, 3955, 2.65
7, 16, 100000, 2, 1, 1, 883, 0.576
8, 16, 100000, 2, 1, 1, 140, 0.092
9, 16, 100000, 2, 1, 1, 130, 0.082
10, 16, 100000, 2, 1, 1, 6371, 3.921
0, 16, 100000, 2, 2, 1, 660, 0.295
1, 16, 100000, 2, 2, 1, 2317, 1.065
2, 16, 100000, 2, 2, 1, 5727, 2.611
3, 16, 100000, 2, 2, 1, 600, 0.271
4, 16, 100000, 2, 2, 1, 2405, 1.098
5, 16, 100000, 2, 2, 1, 847, 0.395
6, 16, 100000, 2, 2, 1, 1130, 0.517
7, 16, 100000, 2, 2, 1, 94, 0.045
8, 16, 100000, 2, 2, 1, 225, 0.106
9, 16, 100000, 2, 2, 1, 76, 0.038
10, 16, 100000, 2, 2, 1, 72, 0.037
0, 16, 100000, 2, 5, 1, 484, 0.218
1, 16, 100000, 2, 5, 1, 1083, 0.466
2, 16, 100000, 2, 5, 1, 176, 0.076
3, 16, 100000, 2, 5, 1, 230, 0.096
4, 16, 100000, 2, 5, 1, 5688, 2.399
5, 16, 100000, 2, 5, 1, 2107, 0.895
6, 16, 100000, 2, 5, 1, 4413, 1.894
7, 16, 100000, 2, 5, 1, 1843, 0.791
8, 16, 100000, 2, 5, 1, 4539, 1.94
9, 16, 100000, 2, 5, 1, 146, 0.062
10, 16, 100000, 2, 5, 1, 82, 0.037
0, 16, 100000, 2, 10, 1, 73, 0.03
1, 16, 100000, 2, 10, 1, 365, 0.146
2, 16, 100000, 2, 10, 1, 1568, 0.622
3, 16, 100000, 2, 10, 1, 264, 0.113
4, 16, 100000, 2, 10, 1, 3081, 1.207
5, 16, 100000, 2, 10, 1, 1711, 0.68
6, 16, 100000, 2, 10, 1, 11106, 4.548
7, 16, 100000, 2, 10, 1, 1199, 0.482
8, 16, 100000, 2, 10, 1, 111, 0.049
9, 16, 100000, 2, 10, 1, 1746, 0.721
10, 16, 100000, 2, 10, 1, 3735, 1.647
0, 16, 100000, 3, 1, 1, 6438, 5.872
1, 16, 100000, 3, 1, 1, 462, 0.435
2, 16, 100000, 3, 1, 1, 406, 0.407
3, 16, 100000, 3, 1, 1, 493, 0.458
4, 16, 100000, 3, 1, 1, 286, 0.267
5, 16, 100000, 3, 1, 1, 163, 0.148
6, 16, 100000, 3, 1, 1, 171, 0.167
7, 16, 100000, 3, 1, 1, 608, 0.572
8, 16, 100000, 3, 1, 1, 891, 0.858
9, 16, 100000, 3, 1, 1, 322, 0.281
10, 16, 100000, 3, 1, 1, 645, 0.594
0, 16, 100000, 3, 2, 1, 899, 0.656
1, 16, 100000, 3, 2, 1, 346, 0.255
2, 16, 100000, 3, 2, 1, 666, 0.513
3, 16, 100000, 3, 2, 1, 148, 0.114
4, 16, 100000, 3, 2, 1, 1311, 0.987
5, 16, 100000, 3, 2, 1, 313, 0.225
6, 16, 100000, 3, 2, 1, 939, 0.658
7, 16, 100000, 3, 2, 1, 103, 0.075
8, 16, 100000, 3, 2, 1, 146, 0.112
9, 16, 100000, 3, 2, 1, 971, 0.744
10, 16, 100000, 3, 2, 1, 1281, 0.949
0, 16, 100000, 3, 5, 1, 970, 0.735
1, 16, 100000, 3, 5, 1, 67, 0.063
2, 16, 100000, 3, 5, 1, 145, 0.107
3, 16, 100000, 3, 5, 1, 2673, 1.928
4, 16, 100000, 3, 5, 1, 150, 0.117
5, 16, 100000, 3, 5, 1, 706, 0.538
6, 16, 100000, 3, 5, 1, 159, 0.119
7, 16, 100000, 3, 5, 1, 6537, 4.792
8, 16, 100000, 3, 5, 1, 365, 0.272
9, 16, 100000, 3, 5, 1, 119, 0.093
10, 16, 100000, 3, 5, 1, 372, 0.262
0, 16, 100000, 3, 10, 1, 971, 0.653
1, 16, 100000, 3, 10, 1, 1616, 1.12
2, 16, 100000, 3, 10, 1, 255, 0.192
3, 16, 100000, 3, 10, 1, 166, 0.112
4, 16, 100000, 3, 10, 1, 1251, 0.838
5, 16, 100000, 3, 10, 1, 116, 0.091
6, 16, 100000, 3, 10, 1, 1237, 0.818
7, 16, 100000, 3, 10, 1, 288, 0.195
8, 16, 100000, 3, 10, 1, 6233, 4.126
9, 16, 100000, 3, 10, 1, 2854, 1.906
10, 16, 100000, 3, 10, 1, 1071, 0.727
0, 32, 100000, 1, 1, 1, 3313, 4.208
1, 32, 100000, 1, 1, 1, 18265, 24.454
2, 32, 100000, 1, 1, 1, 6074, 8.2
3, 32, 100000, 1, 1, 1, 59206, 78.664
4, 32, 100000, 1, 1, 1, 33551, 45.808
5, 32, 100000, 1, 1, 1, 12587, 17.783
6, 32, 100000, 1, 1, 1, 20711, 30.631
7, 32, 100000, 1, 1, 1, 38064, 49.696
8, 32, 100000, 1, 1, 1, 29477, 39.107
9, 32, 100000, 1, 1, 1, 2125, 2.772
10, 32, 100000, 1, 1, 1, 2566, 3.349
0, 32, 100000, 1, 2, 1, 9078, 6.546
1, 32, 100000, 1, 2, 1, 9749, 7.426
2, 32, 100000, 1, 2, 1, 1151, 0.828
3, 32, 100000, 1, 2, 1, 19478, 15.162
4, 32, 100000, 1, 2, 1, 23204, 16.267
5, 32, 100000, 1, 2, 1, 5999, 4.317
6, 32, 100000, 1, 2, 1, 3388, 2.197
7, 32, 100000, 1, 2, 1, 12351, 8.081
8, 32, 100000, 1, 2, 1, 12647, 9.418
9, 32, 100000, 1, 2, 1, 7962, 5.759
10, 32, 100000, 1, 2, 1, 6603, 4.829
0, 32, 100000, 1, 5, 1, 1710, 0.784
1, 32, 100000, 1, 5, 1, 11179, 5.096
2, 32, 100000, 1, 5, 1, 18478, 8.404
3, 32, 100000, 1, 5, 1, 24908, 11.409
4, 32, 100000, 1, 5, 1, 4666, 2.132
5, 32, 100000, 1, 5, 1, 6639, 3.012
6, 32, 100000, 1, 5, 1, 20285, 9.24
7, 32, 100000, 1, 5, 1, 11973, 5.478
8, 32, 100000, 1, 5, 1, 9473, 4.328
9, 32, 100000, 1, 5, 1, 17349, 7.881
10, 32, 100000, 1, 5, 1, 10680, 4.86
0, 32, 100000, 1, 10, 1, 21203, 8.923
1, 32, 100000, 1, 10, 1, 2892, 1.24
2, 32, 100000, 1, 10, 1, 6604, 2.786
3, 32, 100000, 1, 10, 1, 1210, 0.513
4, 32, 100000, 1, 10, 1, 15394, 6.506
5, 32, 100000, 1, 10, 1, 5594, 2.376
6, 32, 100000, 1, 10, 1, 15340, 6.496
7, 32, 100000, 1, 10, 1, 12895, 5.529
8, 32, 100000, 1, 10, 1, 44412, 19.385
9, 32, 100000, 1, 10, 1, 8634, 3.676
10, 32, 100000, 1, 10, 1, 21124, 8.935
0, 32, 100000, 2, 1, 1, 794, 1.433
1, 32, 100000, 2, 1, 1, 623, 1.204
2, 32, 100000, 2, 1, 1, 3574, 6.448
3, 32, 100000, 2, 1, 1, 2615, 4.793
4, 32, 100000, 2, 1, 1, 1853, 3.362
5, 32, 100000, 2, 1, 1, 3942, 7.642
6, 32, 100000, 2, 1, 1, 1141, 2.263
7, 32, 100000, 2, 1, 1, 4687, 8.913
8, 32, 100000, 2, 1, 1, 2908, 5.388
9, 32, 100000, 2, 1, 1, 1677, 3.245
10, 32, 100000, 2, 1, 1, 7454, 13.774
0, 32, 100000, 2, 2, 1, 1901, 2.233
1, 32, 100000, 2, 2, 1, 650, 0.786
2, 32, 100000, 2, 2, 1, 9389, 11.038
3, 32, 100000, 2, 2, 1, 5129, 6.066
4, 32, 100000, 2, 2, 1, 3970, 4.661
5, 32, 100000, 2, 2, 1, 1265, 1.521
6, 32, 100000, 2, 2, 1, 3484, 4.094
7, 32, 100000, 2, 2, 1, 2246, 2.682
8, 32, 100000, 2, 2, 1, 4831, 5.685
9, 32, 100000, 2, 2, 1, 1059, 1.277
10, 32, 100000, 2, 2, 1, 5780, 6.815
0, 32, 100000, 2, 5, 1, 442, 0.436
1, 32, 100000, 2, 5, 1, 878, 0.891
2, 32, 100000, 2, 5, 1, 1833, 1.844
3, 32, 100000, 2, 5, 1, 1818, 1.87
4, 32, 100000, 2, 5, 1, 1781, 1.778
5, 32, 100000, 2, 5, 1, 4970, 5.13
6, 32, 100000, 2, 5, 1, 1349, 1.388
7, 32, 100000, 2, 5, 1, 1899, 1.917
8, 32, 100000, 2, 5, 1, 901, 0.909
9, 32, 100000, 2, 5, 1, 3603, 3.667
10, 32, 100000, 2, 5, 1, 7358, 7.472
0, 32, 100000, 2, 10, 1, 6903, 6.454
1, 32, 100000, 2, 10, 1, 518, 0.48
2, 32, 100000, 2, 10, 1, 807, 0.784
3, 32, 100000, 2, 10, 1, 624, 0.604
4, 32, 100000, 2, 10, 1, 800, 0.76
5, 32, 100000, 2, 10, 1, 727, 0.694
6, 32, 100000, 2, 10, 1, 2260, 2.156
7, 32, 100000, 2, 10, 1, 527, 0.503
8, 32, 100000, 2, 10, 1, 496, 0.463
9, 32, 100000, 2, 10, 1, 662, 0.637
10, 32, 100000, 2, 10, 1, 1327, 1.244
0, 32, 100000, 3, 1, 1, 2116, 5.27
1, 32, 100000, 3, 1, 1, 1037, 2.446
2, 32, 100000, 3, 1, 1, 557, 1.399
3, 32, 100000, 3, 1, 1, 816, 2.081
4, 32, 100000, 3, 1, 1, 792, 1.938
5, 32, 100000, 3, 1, 1, 1512, 3.724
6, 32, 100000, 3, 1, 1, 1753, 4.295
7, 32, 100000, 3, 1, 1, 1950, 4.82
8, 32, 100000, 3, 1, 1, 3715, 9.024
9, 32, 100000, 3, 1, 1, 625, 1.589
10, 32, 100000, 3, 1, 1, 952, 2.388
0, 32, 100000, 3, 2, 1, 907, 1.5
1, 32, 100000, 3, 2, 1, 831, 1.423
2, 32, 100000, 3, 2, 1, 469, 0.831
3, 32, 100000, 3, 2, 1, 2163, 3.647
4, 32, 100000, 3, 2, 1, 2059, 3.426
5, 32, 100000, 3, 2, 1, 1028, 1.727
6, 32, 100000, 3, 2, 1, 2349, 3.843
7, 32, 100000, 3, 2, 1, 2562, 4.224
8, 32, 100000, 3, 2, 1, 1434, 2.36
9, 32, 100000, 3, 2, 1, 549, 0.895
10, 32, 100000, 3, 2, 1, 1648, 2.968
0, 32, 100000, 3, 5, 1, 1950, 3.128
1, 32, 100000, 3, 5, 1, 1434, 2.288
2, 32, 100000, 3, 5, 1, 1205, 1.981
3, 32, 100000, 3, 5, 1, 665, 1.099
4, 32, 100000, 3, 5, 1, 884, 1.434
5, 32, 100000, 3, 5, 1, 911, 1.47
6, 32, 100000, 3, 5, 1, 1016, 1.651
7, 32, 100000, 3, 5, 1, 860, 1.431
8, 32, 100000, 3, 5, 1, 776, 1.26
9, 32, 100000, 3, 5, 1, 756, 1.223
10, 32, 100000, 3, 5, 1, 727, 1.212
0, 32, 100000, 3, 10, 1, 1591, 2.649
1, 32, 100000, 3, 10, 1, 589, 1.001
2, 32, 100000, 3, 10, 1, 2036, 3.243
3, 32, 100000, 3, 10, 1, 1803, 2.896
4, 32, 100000, 3, 10, 1, 3250, 5.241
5, 32, 100000, 3, 10, 1, 866, 1.4
6, 32, 100000, 3, 10, 1, 1427, 2.32
7, 32, 100000, 3, 10, 1, 1123, 1.791
8, 32, 100000, 3, 10, 1, 1473, 2.341
9, 32, 100000, 3, 10, 1, 1204, 1.929
10, 32, 100000, 3, 10, 1, 2034, 3.227
0, 8, 1000000, 1, 1, 1, 55, 0.014
1, 8, 1000000, 1, 1, 1, 3979, 1.033
2, 8, 1000000, 1, 1, 1, 7202, 1.881
3, 8, 1000000, 1, 1, 1, 4377, 1.065
4, 8, 1000000, 1, 1, 1, 584, 0.142
5, 8, 1000000, 1, 1, 1, 1568, 0.357
6, 8, 1000000, 1, 1, 1, 472, 0.112
7, 8, 1000000, 1, 1, 1, 21, 0.006
8, 8, 1000000, 1, 1, 1, 1267, 0.268
9, 8, 1000000, 1, 1, 1, 1722, 0.391
10, 8, 1000000, 1, 1, 1, 9, 0.004
0, 8, 1000000, 1, 2, 1, 54, 0.009
1, 8, 1000000, 1, 2, 0, 1000000, 151.177
2, 8, 1000000, 1, 2, 1, 69, 0.013
